PDB_ID	STATUS	SPLIT	SPLIT_STATUS	CHAIN_COUNT	RESIDUE_COUNT	OUTPUT_PATH	METHODS	DETAIL
1ATV	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1ATV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1ATW	GENERATED	train	KEPT	1	15	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1ATW/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1B36	GENERATED	train	KEPT	1	38	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1B36/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BAU	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BAU/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BGZ	GENERATED	train	KEPT	1	23	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BGZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BJ2	GENERATED	train	KEPT	2	40	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BJ2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BN0	GENERATED	train	KEPT	1	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BN0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BVJ	GENERATED	train	KEPT	1	23	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BVJ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BYJ	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BYJ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BZ2	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BZ2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BZ3	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BZ3/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BZT	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BZT/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1BZU	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1BZU/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1C0O	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1C0O/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1C2W	GENERATED	train	KEPT	1	2904	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1C2W/rnafm_t12_residue_embeddings.pt	sliding_window_uniform_mean	VALID
1C2X	GENERATED	train	KEPT	1	120	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1C2X/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1C4L	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1C4L/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1CQ5	GENERATED	train	KEPT	1	43	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1CQ5/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1CQL	GENERATED	train	KEPT	1	43	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1CQL/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1CSL	GENERATED	train	KEPT	2	28	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1CSL/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1D0T	GENERATED	train	KEPT	1	21	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1D0T/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1D0U	GENERATED	train	KEPT	1	21	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1D0U/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1D4R	GENERATED	train	KEPT	3	87	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1D4R/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1DDY	GENERATED	train	KEPT	4	140	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1DDY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1DQF	GENERATED	train	KEPT	2	19	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1DQF/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1DQH	GENERATED	train	KEPT	2	19	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1DQH/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1DUH	GENERATED	train	KEPT	1	45	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1DUH/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1DUQ	GENERATED	train	KEPT	8	104	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1DUQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1E4P	GENERATED	train	KEPT	1	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1E4P/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1E95	GENERATED	train	KEPT	1	36	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1E95/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EBQ	GENERATED	train	KEPT	1	29	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EBQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EBR	GENERATED	train	KEPT	1	30	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EBR/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EBS	GENERATED	train	KEPT	1	29	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EBS/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EHT	GENERATED	train	KEPT	1	33	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EHT/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EHZ	GENERATED	train	KEPT	1	76	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EHZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EI2	GENERATED	train	KEPT	1	25	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EI2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EKA	GENERATED	train	KEPT	2	16	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EKA/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EKD	GENERATED	train	KEPT	2	16	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EKD/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1ELH	GENERATED	train	KEPT	2	25	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1ELH/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1ESH	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1ESH/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1ESY	GENERATED	train	KEPT	1	19	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1ESY/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1ET4	GENERATED	train	KEPT	5	175	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1ET4/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1EVV	GENERATED	train	KEPT	1	76	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1EVV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F1T	GENERATED	train	KEPT	1	38	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F1T/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F27	GENERATED	train	KEPT	2	30	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F27/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F5G	GENERATED	train	KEPT	2	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5G/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F5H	GENERATED	train	KEPT	2	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5H/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F5U	GENERATED	train	KEPT	2	36	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F5U/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F6X	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F6X/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F6Z	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F6Z/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F78	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F78/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F79	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F79/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F7F	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7F/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F7G	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7G/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F7H	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7H/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F7I	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F7I/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F84	GENERATED	train	KEPT	1	29	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F84/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F85	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F85/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1F9L	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1F9L/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FCW	GENERATED	train	KEPT	5	380	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FCW/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FEQ	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FEQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FG0	GENERATED	train	KEPT	2	636	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FG0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FHK	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FHK/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FIR	GENERATED	train	KEPT	1	76	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FIR/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FL8	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FL8/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FMN	GENERATED	train	KEPT	1	35	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FMN/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FOQ	GENERATED	train	KEPT	5	600	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FOQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FQZ	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FQZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FUF	GENERATED	train	KEPT	2	28	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FUF/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FYO	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FYO/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1FYP	GENERATED	train	KEPT	1	27	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1FYP/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1G2J	SKIPPED_VALID	train	KEPT	1	8	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1G2J/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1G3A	GENERATED	train	KEPT	2	12	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1G3A/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1GID	GENERATED	train	KEPT	2	316	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GID/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1GRZ	GENERATED	train	KEPT	2	494	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GRZ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1GUC	GENERATED	train	KEPT	2	16	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1GUC/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1H0Q	GENERATED	train	KEPT	2	18	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H0Q/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1H1K	GENERATED	train	KEPT	6	1906	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1H1K/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HLX	GENERATED	train	KEPT	1	20	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HLX/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HR2	GENERATED	train	KEPT	2	316	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HR2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HS1	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS1/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HS2	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HS3	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS3/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HS4	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS4/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HS8	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HS8/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1HWQ	GENERATED	train	KEPT	1	30	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1HWQ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I3X	GENERATED	train	KEPT	1	19	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I3X/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I3Y	GENERATED	train	KEPT	1	19	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I3Y/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I46	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I46/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I4B	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I4B/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I4C	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I4C/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I7J	GENERATED	train	KEPT	2	12	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I7J/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I9K	GENERATED	train	KEPT	4	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9K/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I9V	GENERATED	train	KEPT	1	76	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9V/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1I9X	GENERATED	train	KEPT	2	26	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1I9X/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1IDV	GENERATED	train	KEPT	1	10	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IDV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1IE1	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IE1/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1IE2	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IE2/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1IK1	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IK1/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1IK5	GENERATED	train	KEPT	2	28	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IK5/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1IKD	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1IKD/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1J4Y	GENERATED	train	KEPT	1	17	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J4Y/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1J6S	GENERATED	train	KEPT	4	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J6S/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1J7T	GENERATED	train	KEPT	2	44	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J7T/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1J8G	GENERATED	train	KEPT	4	24	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J8G/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1J9H	GENERATED	train	KEPT	4	36	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1J9H/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JO7	GENERATED	train	KEPT	1	31	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JO7/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JOX	GENERATED	train	KEPT	1	21	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JOX/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JP0	GENERATED	train	KEPT	1	21	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JP0/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JTJ	GENERATED	train	KEPT	1	23	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JTJ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JTW	GENERATED	train	KEPT	1	16	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JTW/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JU1	GENERATED	train	KEPT	2	46	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JU1/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JU7	GENERATED	train	KEPT	1	28	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JU7/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JUR	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JUR/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JWC	GENERATED	train	KEPT	1	28	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JWC/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JZC	GENERATED	train	KEPT	1	13	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JZC/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1JZV	GENERATED	train	KEPT	4	34	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1JZV/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K2G	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K2G/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K4A	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K4A/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K4B	GENERATED	train	KEPT	1	14	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K4B/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K5I	GENERATED	train	KEPT	1	23	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K5I/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K6G	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K6G/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K6H	GENERATED	train	KEPT	1	22	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K6H/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K8S	GENERATED	train	KEPT	2	25	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K8S/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1K9W	GENERATED	train	KEPT	4	92	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1K9W/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
1KAJ	GENERATED	train	KEPT	1	32	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/1KAJ/rnafm_t12_residue_embeddings.pt	full_sequence	VALID
