split	pdb_id	seed	sample	status	atom_count	observed_atom_count	observed_atom_fraction	pre_refinement_aligned_rmsd	duration_seconds	estimated_pt_bytes	output
train	17RA	304	2	DRY_RUN_OK	449	445	0.991091	4.007411	0.022597	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_304/sample_2.pt
train	17RA	304	3	DRY_RUN_OK	449	445	0.991091	4.062349	0.022754	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_304/sample_3.pt
train	17RA	305	0	DRY_RUN_OK	449	445	0.991091	3.816780	0.023298	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_305/sample_0.pt
train	17RA	305	1	DRY_RUN_OK	449	445	0.991091	3.797532	0.023248	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_305/sample_1.pt
train	17RA	305	2	DRY_RUN_OK	449	445	0.991091	3.778885	0.022991	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_305/sample_2.pt
train	17RA	305	3	DRY_RUN_OK	449	445	0.991091	3.931816	0.023850	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_305/sample_3.pt
train	17RA	306	0	DRY_RUN_OK	449	445	0.991091	3.839954	0.022677	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_306/sample_0.pt
train	17RA	306	1	DRY_RUN_OK	449	445	0.991091	3.842317	0.023295	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_306/sample_1.pt
train	17RA	306	2	DRY_RUN_OK	449	445	0.991091	3.821428	0.021716	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_306/sample_2.pt
train	17RA	306	3	DRY_RUN_OK	449	445	0.991091	3.875274	0.023412	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_306/sample_3.pt
train	17RA	307	0	DRY_RUN_OK	449	445	0.991091	3.946976	0.022355	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_307/sample_0.pt
train	17RA	307	1	DRY_RUN_OK	449	445	0.991091	3.876489	0.021822	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_307/sample_1.pt
train	17RA	307	2	DRY_RUN_OK	449	445	0.991091	3.890125	0.023043	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_307/sample_2.pt
train	17RA	307	3	DRY_RUN_OK	449	445	0.991091	3.897652	0.021329	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_307/sample_3.pt
train	17RA	308	0	DRY_RUN_OK	449	445	0.991091	3.817915	0.023540	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_308/sample_0.pt
train	17RA	308	1	DRY_RUN_OK	449	445	0.991091	3.849893	0.022991	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_308/sample_1.pt
train	17RA	308	2	DRY_RUN_OK	449	445	0.991091	3.890667	0.025003	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_308/sample_2.pt
train	17RA	308	3	DRY_RUN_OK	449	445	0.991091	3.963525	0.022115	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_308/sample_3.pt
train	17RA	309	0	DRY_RUN_OK	449	445	0.991091	3.829543	0.023652	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_309/sample_0.pt
train	17RA	309	1	DRY_RUN_OK	449	445	0.991091	4.080035	0.022234	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_309/sample_1.pt
train	17RA	309	2	DRY_RUN_OK	449	445	0.991091	3.961991	0.023772	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_309/sample_2.pt
train	17RA	309	3	DRY_RUN_OK	449	445	0.991091	4.056359	0.022668	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_309/sample_3.pt
train	17RA	310	0	DRY_RUN_OK	449	445	0.991091	3.815556	0.023501	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_310/sample_0.pt
train	17RA	310	1	DRY_RUN_OK	449	445	0.991091	3.770918	0.022773	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_310/sample_1.pt
train	17RA	310	2	DRY_RUN_OK	449	445	0.991091	3.915572	0.022128	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_310/sample_2.pt
train	17RA	310	3	DRY_RUN_OK	449	445	0.991091	4.012930	0.022738	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_310/sample_3.pt
train	17RA	311	0	DRY_RUN_OK	449	445	0.991091	3.943351	0.024062	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_311/sample_0.pt
train	17RA	311	1	DRY_RUN_OK	449	445	0.991091	3.894927	0.023530	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_311/sample_1.pt
train	17RA	311	2	DRY_RUN_OK	449	445	0.991091	3.648711	0.023301	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_311/sample_2.pt
train	17RA	311	3	DRY_RUN_OK	449	445	0.991091	4.064440	0.022797	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_311/sample_3.pt
train	17RA	312	0	DRY_RUN_OK	449	445	0.991091	3.847694	0.023477	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_312/sample_0.pt
train	17RA	312	1	DRY_RUN_OK	449	445	0.991091	3.786293	0.022778	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_312/sample_1.pt
train	17RA	312	2	DRY_RUN_OK	449	445	0.991091	3.991295	0.024805	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_312/sample_2.pt
train	17RA	312	3	DRY_RUN_OK	449	445	0.991091	4.070961	0.022781	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_312/sample_3.pt
train	17RA	313	0	DRY_RUN_OK	449	445	0.991091	3.840112	0.024678	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_313/sample_0.pt
train	17RA	313	1	DRY_RUN_OK	449	445	0.991091	4.115907	0.023137	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_313/sample_1.pt
train	17RA	313	2	DRY_RUN_OK	449	445	0.991091	4.023074	0.024059	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_313/sample_2.pt
train	17RA	313	3	DRY_RUN_OK	449	445	0.991091	4.031969	0.023815	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_313/sample_3.pt
train	17RA	314	0	DRY_RUN_OK	449	445	0.991091	3.860187	0.023416	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_314/sample_0.pt
train	17RA	314	1	DRY_RUN_OK	449	445	0.991091	3.814953	0.024361	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_314/sample_1.pt
train	17RA	314	2	DRY_RUN_OK	449	445	0.991091	3.784642	0.024640	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_314/sample_2.pt
train	17RA	314	3	DRY_RUN_OK	449	445	0.991091	3.776322	0.022702	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_314/sample_3.pt
train	17RA	315	0	DRY_RUN_OK	449	445	0.991091	3.912435	0.025108	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_315/sample_0.pt
train	17RA	315	1	DRY_RUN_OK	449	445	0.991091	4.080240	0.022601	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_315/sample_1.pt
train	17RA	315	2	DRY_RUN_OK	449	445	0.991091	4.066643	0.022166	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_315/sample_2.pt
train	17RA	315	3	DRY_RUN_OK	449	445	0.991091	4.069174	0.023311	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_315/sample_3.pt
train	17RA	316	0	DRY_RUN_OK	449	445	0.991091	4.094194	0.024829	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_316/sample_0.pt
train	17RA	316	1	DRY_RUN_OK	449	445	0.991091	4.028308	0.039922	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_316/sample_1.pt
train	17RA	316	2	DRY_RUN_OK	449	445	0.991091	4.002125	0.022188	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_316/sample_2.pt
train	17RA	316	3	DRY_RUN_OK	449	445	0.991091	4.099446	0.022254	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_316/sample_3.pt
train	17RA	317	0	DRY_RUN_OK	449	445	0.991091	3.795049	0.025323	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_317/sample_0.pt
train	17RA	317	1	DRY_RUN_OK	449	445	0.991091	3.849518	0.021491	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_317/sample_1.pt
train	17RA	317	2	DRY_RUN_OK	449	445	0.991091	3.824698	0.022502	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_317/sample_2.pt
train	17RA	317	3	DRY_RUN_OK	449	445	0.991091	4.185262	0.022169	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_317/sample_3.pt
train	17RA	318	0	DRY_RUN_OK	449	445	0.991091	4.099988	0.024788	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_318/sample_0.pt
train	17RA	318	1	DRY_RUN_OK	449	445	0.991091	3.964311	0.021828	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_318/sample_1.pt
train	17RA	318	2	DRY_RUN_OK	449	445	0.991091	3.953859	0.022000	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_318/sample_2.pt
train	17RA	318	3	DRY_RUN_OK	449	445	0.991091	3.973725	0.022095	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_318/sample_3.pt
train	17RA	319	0	DRY_RUN_OK	449	445	0.991091	3.841398	0.024048	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_319/sample_0.pt
train	17RA	319	1	DRY_RUN_OK	449	445	0.991091	3.848749	0.022780	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_319/sample_1.pt
train	17RA	319	2	DRY_RUN_OK	449	445	0.991091	4.061381	0.022832	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_319/sample_2.pt
train	17RA	319	3	DRY_RUN_OK	449	445	0.991091	4.063373	0.023079	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_319/sample_3.pt
train	17RA	320	0	DRY_RUN_OK	449	445	0.991091	3.779086	0.022919	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_320/sample_0.pt
train	17RA	320	1	DRY_RUN_OK	449	445	0.991091	3.876021	0.022015	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_320/sample_1.pt
train	17RA	320	2	DRY_RUN_OK	449	445	0.991091	3.780952	0.022256	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_320/sample_2.pt
train	17RA	320	3	DRY_RUN_OK	449	445	0.991091	4.143681	0.023792	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_320/sample_3.pt
train	17RA	321	0	DRY_RUN_OK	449	445	0.991091	3.842666	0.024104	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_321/sample_0.pt
train	17RA	321	1	DRY_RUN_OK	449	445	0.991091	3.906200	0.022008	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_321/sample_1.pt
train	17RA	321	2	DRY_RUN_OK	449	445	0.991091	3.909249	0.022742	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_321/sample_2.pt
train	17RA	321	3	DRY_RUN_OK	449	445	0.991091	3.858476	0.022732	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_321/sample_3.pt
train	17RA	322	0	DRY_RUN_OK	449	445	0.991091	3.834762	0.023841	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_322/sample_0.pt
train	17RA	322	1	DRY_RUN_OK	449	445	0.991091	3.931627	0.023026	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_322/sample_1.pt
train	17RA	322	2	DRY_RUN_OK	449	445	0.991091	4.112727	0.021608	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_322/sample_2.pt
train	17RA	322	3	DRY_RUN_OK	449	445	0.991091	4.143133	0.023819	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_322/sample_3.pt
train	17RA	323	0	DRY_RUN_OK	449	445	0.991091	4.093824	0.023155	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_323/sample_0.pt
train	17RA	323	1	DRY_RUN_OK	449	445	0.991091	4.118026	0.022950	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_323/sample_1.pt
train	17RA	323	2	DRY_RUN_OK	449	445	0.991091	4.067582	0.023187	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_323/sample_2.pt
train	17RA	323	3	DRY_RUN_OK	449	445	0.991091	4.180674	0.023692	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_323/sample_3.pt
train	17RA	324	0	DRY_RUN_OK	449	445	0.991091	3.891332	0.024387	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_324/sample_0.pt
train	17RA	324	1	DRY_RUN_OK	449	445	0.991091	3.832695	0.023088	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_324/sample_1.pt
train	17RA	324	2	DRY_RUN_OK	449	445	0.991091	4.082867	0.024055	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_324/sample_2.pt
train	17RA	324	3	DRY_RUN_OK	449	445	0.991091	4.008558	0.023042	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_324/sample_3.pt
train	17RA	325	0	DRY_RUN_OK	449	445	0.991091	3.913021	0.024402	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_325/sample_0.pt
train	17RA	325	1	DRY_RUN_OK	449	445	0.991091	3.825264	0.021654	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_325/sample_1.pt
train	17RA	325	2	DRY_RUN_OK	449	445	0.991091	4.100411	0.022432	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_325/sample_2.pt
train	17RA	325	3	DRY_RUN_OK	449	445	0.991091	4.015169	0.021993	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_325/sample_3.pt
train	17RA	326	0	DRY_RUN_OK	449	445	0.991091	3.712381	0.023789	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_326/sample_0.pt
train	17RA	326	1	DRY_RUN_OK	449	445	0.991091	3.728909	0.022007	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_326/sample_1.pt
train	17RA	326	2	DRY_RUN_OK	449	445	0.991091	4.067732	0.022685	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_326/sample_2.pt
train	17RA	326	3	DRY_RUN_OK	449	445	0.991091	4.019225	0.022260	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_326/sample_3.pt
train	17RA	327	0	DRY_RUN_OK	449	445	0.991091	3.814824	0.022945	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_327/sample_0.pt
train	17RA	327	1	DRY_RUN_OK	449	445	0.991091	3.837460	0.021854	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_327/sample_1.pt
train	17RA	327	2	DRY_RUN_OK	449	445	0.991091	3.841800	0.024143	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_327/sample_2.pt
train	17RA	327	3	DRY_RUN_OK	449	445	0.991091	3.922710	0.022696	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_327/sample_3.pt
train	17RA	328	0	DRY_RUN_OK	449	445	0.991091	3.933049	0.023114	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_328/sample_0.pt
train	17RA	328	1	DRY_RUN_OK	449	445	0.991091	3.824215	0.021861	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_328/sample_1.pt
train	17RA	328	2	DRY_RUN_OK	449	445	0.991091	3.820017	0.022262	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_328/sample_2.pt
train	17RA	328	3	DRY_RUN_OK	449	445	0.991091	4.335527	0.023595	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_328/sample_3.pt
train	17RA	329	0	DRY_RUN_OK	449	445	0.991091	3.871306	0.023048	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_329/sample_0.pt
train	17RA	329	1	DRY_RUN_OK	449	445	0.991091	4.216903	0.022089	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_329/sample_1.pt
train	17RA	329	2	DRY_RUN_OK	449	445	0.991091	3.985789	0.021767	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_329/sample_2.pt
train	17RA	329	3	DRY_RUN_OK	449	445	0.991091	4.063490	0.024927	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_329/sample_3.pt
train	17RA	330	0	DRY_RUN_OK	449	445	0.991091	3.880472	0.025518	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_330/sample_0.pt
train	17RA	330	1	DRY_RUN_OK	449	445	0.991091	3.985178	0.022703	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_330/sample_1.pt
train	17RA	330	2	DRY_RUN_OK	449	445	0.991091	4.139225	0.024844	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_330/sample_2.pt
train	17RA	330	3	DRY_RUN_OK	449	445	0.991091	4.077156	0.023791	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_330/sample_3.pt
train	17RA	331	0	DRY_RUN_OK	449	445	0.991091	3.740713	0.025132	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_331/sample_0.pt
train	17RA	331	1	DRY_RUN_OK	449	445	0.991091	4.107224	0.022726	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_331/sample_1.pt
train	17RA	331	2	DRY_RUN_OK	449	445	0.991091	3.941175	0.023537	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_331/sample_2.pt
train	17RA	331	3	DRY_RUN_OK	449	445	0.991091	4.036195	0.022405	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_331/sample_3.pt
train	17RA	332	0	DRY_RUN_OK	449	445	0.991091	3.801837	0.025254	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_332/sample_0.pt
train	17RA	332	1	DRY_RUN_OK	449	445	0.991091	4.109716	0.021480	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_332/sample_1.pt
train	17RA	332	2	DRY_RUN_OK	449	445	0.991091	4.136047	0.022518	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_332/sample_2.pt
train	17RA	332	3	DRY_RUN_OK	449	445	0.991091	4.209169	0.022732	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_332/sample_3.pt
train	17RA	333	0	DRY_RUN_OK	449	445	0.991091	3.841790	0.023474	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_333/sample_0.pt
train	17RA	333	1	DRY_RUN_OK	449	445	0.991091	3.809773	0.022238	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_333/sample_1.pt
train	17RA	333	2	DRY_RUN_OK	449	445	0.991091	4.176830	0.022529	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_333/sample_2.pt
train	17RA	333	3	DRY_RUN_OK	449	445	0.991091	3.978597	0.022954	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_333/sample_3.pt
train	17RA	334	0	DRY_RUN_OK	449	445	0.991091	3.826340	0.024436	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_334/sample_0.pt
train	17RA	334	1	DRY_RUN_OK	449	445	0.991091	4.184641	0.021844	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_334/sample_1.pt
train	17RA	334	2	DRY_RUN_OK	449	445	0.991091	4.133517	0.022004	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_334/sample_2.pt
train	17RA	334	3	DRY_RUN_OK	449	445	0.991091	4.105769	0.022958	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_334/sample_3.pt
train	17RA	335	0	DRY_RUN_OK	449	445	0.991091	3.762086	0.105932	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_335/sample_0.pt
train	17RA	335	1	DRY_RUN_OK	449	445	0.991091	3.770252	0.022483	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_335/sample_1.pt
train	17RA	335	2	DRY_RUN_OK	449	445	0.991091	4.105073	0.022405	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_335/sample_2.pt
train	17RA	335	3	DRY_RUN_OK	449	445	0.991091	4.021982	0.023082	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_335/sample_3.pt
train	17RA	336	0	DRY_RUN_OK	449	445	0.991091	3.762335	0.022997	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_336/sample_0.pt
train	17RA	336	1	DRY_RUN_OK	449	445	0.991091	4.116347	0.021716	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_336/sample_1.pt
train	17RA	336	2	DRY_RUN_OK	449	445	0.991091	4.029469	0.023086	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_336/sample_2.pt
train	17RA	336	3	DRY_RUN_OK	449	445	0.991091	3.950251	0.022261	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_336/sample_3.pt
train	17RA	337	0	DRY_RUN_OK	449	445	0.991091	3.821314	0.023616	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_337/sample_0.pt
train	17RA	337	1	DRY_RUN_OK	449	445	0.991091	3.796366	0.021910	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_337/sample_1.pt
train	17RA	337	2	DRY_RUN_OK	449	445	0.991091	4.038421	0.022983	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_337/sample_2.pt
train	17RA	337	3	DRY_RUN_OK	449	445	0.991091	4.053816	0.022001	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_337/sample_3.pt
train	17RA	338	0	DRY_RUN_OK	449	445	0.991091	3.836158	0.029177	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_338/sample_0.pt
train	17RA	338	1	DRY_RUN_OK	449	445	0.991091	3.961560	0.022613	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_338/sample_1.pt
train	17RA	338	2	DRY_RUN_OK	449	445	0.991091	3.956376	0.022867	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_338/sample_2.pt
train	17RA	338	3	DRY_RUN_OK	449	445	0.991091	4.103884	0.023159	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_338/sample_3.pt
train	17RA	339	0	DRY_RUN_OK	449	445	0.991091	3.904216	0.024079	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_339/sample_0.pt
train	17RA	339	1	DRY_RUN_OK	449	445	0.991091	4.145995	0.022616	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_339/sample_1.pt
train	17RA	339	2	DRY_RUN_OK	449	445	0.991091	3.905165	0.027152	150104	/storage9920/home/tinghao.xia/Data_PT_V1/train/17ra/seed_339/sample_2.pt
