ACTION	SPLIT	PDB_ID	DIRECTORY
CREATED	train	1D0T	/storage9920/home/tinghao.xia/Data_V1/train/1d0t
CREATED	train	1D0U	/storage9920/home/tinghao.xia/Data_V1/train/1d0u
CREATED	train	1E4P	/storage9920/home/tinghao.xia/Data_V1/train/1e4p
CREATED	train	1E95	/storage9920/home/tinghao.xia/Data_V1/train/1e95
CREATED	train	1EBQ	/storage9920/home/tinghao.xia/Data_V1/train/1ebq
CREATED	train	1EBR	/storage9920/home/tinghao.xia/Data_V1/train/1ebr
CREATED	train	1EBS	/storage9920/home/tinghao.xia/Data_V1/train/1ebs
CREATED	train	1EHT	/storage9920/home/tinghao.xia/Data_V1/train/1eht
CREATED	train	1EHZ	/storage9920/home/tinghao.xia/Data_V1/train/1ehz
CREATED	train	1EI2	/storage9920/home/tinghao.xia/Data_V1/train/1ei2
CREATED	train	1ESH	/storage9920/home/tinghao.xia/Data_V1/train/1esh
CREATED	train	1ESY	/storage9920/home/tinghao.xia/Data_V1/train/1esy
CREATED	train	1EVV	/storage9920/home/tinghao.xia/Data_V1/train/1evv
CREATED	train	1F1T	/storage9920/home/tinghao.xia/Data_V1/train/1f1t
CREATED	train	1F6X	/storage9920/home/tinghao.xia/Data_V1/train/1f6x
CREATED	train	1F6Z	/storage9920/home/tinghao.xia/Data_V1/train/1f6z
CREATED	train	1F78	/storage9920/home/tinghao.xia/Data_V1/train/1f78
CREATED	train	1F79	/storage9920/home/tinghao.xia/Data_V1/train/1f79
CREATED	train	1F7F	/storage9920/home/tinghao.xia/Data_V1/train/1f7f
CREATED	train	1F7G	/storage9920/home/tinghao.xia/Data_V1/train/1f7g
CREATED	train	1F7H	/storage9920/home/tinghao.xia/Data_V1/train/1f7h
CREATED	train	1F7I	/storage9920/home/tinghao.xia/Data_V1/train/1f7i
CREATED	train	1F84	/storage9920/home/tinghao.xia/Data_V1/train/1f84
CREATED	train	1F85	/storage9920/home/tinghao.xia/Data_V1/train/1f85
CREATED	train	1F9L	/storage9920/home/tinghao.xia/Data_V1/train/1f9l
CREATED	train	1FEQ	/storage9920/home/tinghao.xia/Data_V1/train/1feq
CREATED	train	1FHK	/storage9920/home/tinghao.xia/Data_V1/train/1fhk
CREATED	train	1FIR	/storage9920/home/tinghao.xia/Data_V1/train/1fir
CREATED	train	1FL8	/storage9920/home/tinghao.xia/Data_V1/train/1fl8
CREATED	train	1FMN	/storage9920/home/tinghao.xia/Data_V1/train/1fmn
CREATED	train	1FQZ	/storage9920/home/tinghao.xia/Data_V1/train/1fqz
CREATED	train	1FYO	/storage9920/home/tinghao.xia/Data_V1/train/1fyo
CREATED	train	1FYP	/storage9920/home/tinghao.xia/Data_V1/train/1fyp
CREATED	train	1G2J	/storage9920/home/tinghao.xia/Data_V1/train/1g2j
CREATED	train	1HLX	/storage9920/home/tinghao.xia/Data_V1/train/1hlx
CREATED	train	1HS1	/storage9920/home/tinghao.xia/Data_V1/train/1hs1
CREATED	train	1HS2	/storage9920/home/tinghao.xia/Data_V1/train/1hs2
CREATED	train	1HS3	/storage9920/home/tinghao.xia/Data_V1/train/1hs3
CREATED	train	1HS4	/storage9920/home/tinghao.xia/Data_V1/train/1hs4
CREATED	train	1HS8	/storage9920/home/tinghao.xia/Data_V1/train/1hs8
CREATED	train	1HWQ	/storage9920/home/tinghao.xia/Data_V1/train/1hwq
CREATED	train	1I3X	/storage9920/home/tinghao.xia/Data_V1/train/1i3x
CREATED	train	1I3Y	/storage9920/home/tinghao.xia/Data_V1/train/1i3y
CREATED	train	1I46	/storage9920/home/tinghao.xia/Data_V1/train/1i46
CREATED	train	1I4B	/storage9920/home/tinghao.xia/Data_V1/train/1i4b
CREATED	train	1I4C	/storage9920/home/tinghao.xia/Data_V1/train/1i4c
CREATED	train	1I9V	/storage9920/home/tinghao.xia/Data_V1/train/1i9v
CREATED	train	1IDV	/storage9920/home/tinghao.xia/Data_V1/train/1idv
CREATED	train	1IE1	/storage9920/home/tinghao.xia/Data_V1/train/1ie1
CREATED	train	1IE2	/storage9920/home/tinghao.xia/Data_V1/train/1ie2
CREATED	train	1IK1	/storage9920/home/tinghao.xia/Data_V1/train/1ik1
CREATED	train	1IKD	/storage9920/home/tinghao.xia/Data_V1/train/1ikd
CREATED	train	1J4Y	/storage9920/home/tinghao.xia/Data_V1/train/1j4y
CREATED	train	1JO7	/storage9920/home/tinghao.xia/Data_V1/train/1jo7
CREATED	train	1JOX	/storage9920/home/tinghao.xia/Data_V1/train/1jox
CREATED	train	1JP0	/storage9920/home/tinghao.xia/Data_V1/train/1jp0
CREATED	train	1JTJ	/storage9920/home/tinghao.xia/Data_V1/train/1jtj
CREATED	train	1JTW	/storage9920/home/tinghao.xia/Data_V1/train/1jtw
CREATED	train	1JU7	/storage9920/home/tinghao.xia/Data_V1/train/1ju7
CREATED	train	1JUR	/storage9920/home/tinghao.xia/Data_V1/train/1jur
CREATED	train	1JWC	/storage9920/home/tinghao.xia/Data_V1/train/1jwc
CREATED	train	1JZC	/storage9920/home/tinghao.xia/Data_V1/train/1jzc
CREATED	train	1K2G	/storage9920/home/tinghao.xia/Data_V1/train/1k2g
CREATED	train	1K4A	/storage9920/home/tinghao.xia/Data_V1/train/1k4a
CREATED	train	1K4B	/storage9920/home/tinghao.xia/Data_V1/train/1k4b
CREATED	train	1K5I	/storage9920/home/tinghao.xia/Data_V1/train/1k5i
CREATED	train	1K6G	/storage9920/home/tinghao.xia/Data_V1/train/1k6g
CREATED	train	1K6H	/storage9920/home/tinghao.xia/Data_V1/train/1k6h
CREATED	train	1KAJ	/storage9920/home/tinghao.xia/Data_V1/train/1kaj
CREATED	train	1KH6	/storage9920/home/tinghao.xia/Data_V1/train/1kh6
CREATED	train	1KKA	/storage9920/home/tinghao.xia/Data_V1/train/1kka
CREATED	train	1KKS	/storage9920/home/tinghao.xia/Data_V1/train/1kks
CREATED	train	1KOS	/storage9920/home/tinghao.xia/Data_V1/train/1kos
CREATED	train	1KP7	/storage9920/home/tinghao.xia/Data_V1/train/1kp7
CREATED	train	1KPD	/storage9920/home/tinghao.xia/Data_V1/train/1kpd
CREATED	train	1KPY	/storage9920/home/tinghao.xia/Data_V1/train/1kpy
CREATED	train	1KPZ	/storage9920/home/tinghao.xia/Data_V1/train/1kpz
CREATED	train	1KXK	/storage9920/home/tinghao.xia/Data_V1/train/1kxk
CREATED	train	1L1W	/storage9920/home/tinghao.xia/Data_V1/train/1l1w
CREATED	train	1L2X	/storage9920/home/tinghao.xia/Data_V1/train/1l2x
CREATED	train	1L3D	/storage9920/home/tinghao.xia/Data_V1/train/1l3d
CREATED	train	1LC6	/storage9920/home/tinghao.xia/Data_V1/train/1lc6
CREATED	train	1LDZ	/storage9920/home/tinghao.xia/Data_V1/train/1ldz
CREATED	train	1LU3	/storage9920/home/tinghao.xia/Data_V1/train/1lu3
CREATED	train	1LUU	/storage9920/home/tinghao.xia/Data_V1/train/1luu
CREATED	train	1LUX	/storage9920/home/tinghao.xia/Data_V1/train/1lux
CREATED	train	1LVJ	/storage9920/home/tinghao.xia/Data_V1/train/1lvj
CREATED	train	1M5L	/storage9920/home/tinghao.xia/Data_V1/train/1m5l
CREATED	train	1M82	/storage9920/home/tinghao.xia/Data_V1/train/1m82
CREATED	train	1ME1	/storage9920/home/tinghao.xia/Data_V1/train/1me1
CREATED	train	1MFJ	/storage9920/home/tinghao.xia/Data_V1/train/1mfj
CREATED	train	1MFK	/storage9920/home/tinghao.xia/Data_V1/train/1mfk
CREATED	train	1MFY	/storage9920/home/tinghao.xia/Data_V1/train/1mfy
CREATED	train	1MNX	/storage9920/home/tinghao.xia/Data_V1/train/1mnx
CREATED	train	1MSY	/storage9920/home/tinghao.xia/Data_V1/train/1msy
CREATED	train	1MT4	/storage9920/home/tinghao.xia/Data_V1/train/1mt4
CREATED	train	1N66	/storage9920/home/tinghao.xia/Data_V1/train/1n66
CREATED	train	1N8X	/storage9920/home/tinghao.xia/Data_V1/train/1n8x
CREATED	train	1NA2	/storage9920/home/tinghao.xia/Data_V1/train/1na2
CREATED	train	1NBK	/storage9920/home/tinghao.xia/Data_V1/train/1nbk
CREATED	train	1NBR	/storage9920/home/tinghao.xia/Data_V1/train/1nbr
CREATED	train	1NC0	/storage9920/home/tinghao.xia/Data_V1/train/1nc0
CREATED	train	1NEM	/storage9920/home/tinghao.xia/Data_V1/train/1nem
CREATED	train	1NJN	/storage9920/home/tinghao.xia/Data_V1/train/1njn
CREATED	train	1NZ1	/storage9920/home/tinghao.xia/Data_V1/train/1nz1
CREATED	train	1O15	/storage9920/home/tinghao.xia/Data_V1/train/1o15
CREATED	train	1OQ0	/storage9920/home/tinghao.xia/Data_V1/train/1oq0
CREATED	train	1OSW	/storage9920/home/tinghao.xia/Data_V1/train/1osw
CREATED	train	1OW9	/storage9920/home/tinghao.xia/Data_V1/train/1ow9
CREATED	train	1P5M	/storage9920/home/tinghao.xia/Data_V1/train/1p5m
CREATED	train	1P5N	/storage9920/home/tinghao.xia/Data_V1/train/1p5n
CREATED	train	1P5O	/storage9920/home/tinghao.xia/Data_V1/train/1p5o
CREATED	train	1P5P	/storage9920/home/tinghao.xia/Data_V1/train/1p5p
CREATED	train	1P9X	/storage9920/home/tinghao.xia/Data_V1/train/1p9x
CREATED	train	1PBR	/storage9920/home/tinghao.xia/Data_V1/train/1pbr
CREATED	train	1PJY	/storage9920/home/tinghao.xia/Data_V1/train/1pjy
CREATED	train	1Q75	/storage9920/home/tinghao.xia/Data_V1/train/1q75
CREATED	train	1Q8N	/storage9920/home/tinghao.xia/Data_V1/train/1q8n
CREATED	train	1Q9A	/storage9920/home/tinghao.xia/Data_V1/train/1q9a
CREATED	train	1QC8	/storage9920/home/tinghao.xia/Data_V1/train/1qc8
CREATED	train	1QD3	/storage9920/home/tinghao.xia/Data_V1/train/1qd3
CREATED	train	1QWA	/storage9920/home/tinghao.xia/Data_V1/train/1qwa
CREATED	train	1QWB	/storage9920/home/tinghao.xia/Data_V1/train/1qwb
CREATED	train	1R2P	/storage9920/home/tinghao.xia/Data_V1/train/1r2p
CREATED	train	1R4H	/storage9920/home/tinghao.xia/Data_V1/train/1r4h
CREATED	train	1R7W	/storage9920/home/tinghao.xia/Data_V1/train/1r7w
CREATED	train	1R7Z	/storage9920/home/tinghao.xia/Data_V1/train/1r7z
CREATED	train	1RAW	/storage9920/home/tinghao.xia/Data_V1/train/1raw
CREATED	train	1RFR	/storage9920/home/tinghao.xia/Data_V1/train/1rfr
CREATED	train	1RHT	/storage9920/home/tinghao.xia/Data_V1/train/1rht
CREATED	train	1RMN	/storage9920/home/tinghao.xia/Data_V1/train/1rmn
CREATED	train	1RNG	/storage9920/home/tinghao.xia/Data_V1/train/1rng
CREATED	train	1RNK	/storage9920/home/tinghao.xia/Data_V1/train/1rnk
CREATED	train	1ROQ	/storage9920/home/tinghao.xia/Data_V1/train/1roq
CREATED	train	1RXA	/storage9920/home/tinghao.xia/Data_V1/train/1rxa
CREATED	train	1S2F	/storage9920/home/tinghao.xia/Data_V1/train/1s2f
CREATED	train	1S34	/storage9920/home/tinghao.xia/Data_V1/train/1s34
CREATED	train	1SCL	/storage9920/home/tinghao.xia/Data_V1/train/1scl
CREATED	train	1SLO	/storage9920/home/tinghao.xia/Data_V1/train/1slo
CREATED	train	1SLP	/storage9920/home/tinghao.xia/Data_V1/train/1slp
CREATED	train	1SY4	/storage9920/home/tinghao.xia/Data_V1/train/1sy4
CREATED	train	1SYZ	/storage9920/home/tinghao.xia/Data_V1/train/1syz
CREATED	train	1SZY	/storage9920/home/tinghao.xia/Data_V1/train/1szy
CREATED	train	1T28	/storage9920/home/tinghao.xia/Data_V1/train/1t28
CREATED	train	1TBK	/storage9920/home/tinghao.xia/Data_V1/train/1tbk
CREATED	train	1TFN	/storage9920/home/tinghao.xia/Data_V1/train/1tfn
CREATED	train	1TJZ	/storage9920/home/tinghao.xia/Data_V1/train/1tjz
CREATED	train	1TLR	/storage9920/home/tinghao.xia/Data_V1/train/1tlr
CREATED	train	1TN1	/storage9920/home/tinghao.xia/Data_V1/train/1tn1
CREATED	train	1TN2	/storage9920/home/tinghao.xia/Data_V1/train/1tn2
CREATED	train	1TOB	/storage9920/home/tinghao.xia/Data_V1/train/1tob
CREATED	train	1TRA	/storage9920/home/tinghao.xia/Data_V1/train/1tra
CREATED	train	1TXS	/storage9920/home/tinghao.xia/Data_V1/train/1txs
CREATED	train	1U2A	/storage9920/home/tinghao.xia/Data_V1/train/1u2a
CREATED	train	1U3K	/storage9920/home/tinghao.xia/Data_V1/train/1u3k
CREATED	train	1U9S	/storage9920/home/tinghao.xia/Data_V1/train/1u9s
CREATED	train	1UTS	/storage9920/home/tinghao.xia/Data_V1/train/1uts
CREATED	train	1UUD	/storage9920/home/tinghao.xia/Data_V1/train/1uud
CREATED	train	1UUI	/storage9920/home/tinghao.xia/Data_V1/train/1uui
CREATED	train	1UUU	/storage9920/home/tinghao.xia/Data_V1/train/1uuu
CREATED	train	1VOP	/storage9920/home/tinghao.xia/Data_V1/train/1vop
CREATED	train	1VTQ	/storage9920/home/tinghao.xia/Data_V1/train/1vtq
CREATED	train	1WKS	/storage9920/home/tinghao.xia/Data_V1/train/1wks
CREATED	train	1WTS	/storage9920/home/tinghao.xia/Data_V1/train/1wts
CREATED	train	1WTT	/storage9920/home/tinghao.xia/Data_V1/train/1wtt
CREATED	train	1XHP	/storage9920/home/tinghao.xia/Data_V1/train/1xhp
CREATED	train	1XJR	/storage9920/home/tinghao.xia/Data_V1/train/1xjr
CREATED	train	1XSG	/storage9920/home/tinghao.xia/Data_V1/train/1xsg
CREATED	train	1XSH	/storage9920/home/tinghao.xia/Data_V1/train/1xsh
CREATED	train	1XST	/storage9920/home/tinghao.xia/Data_V1/train/1xst
CREATED	train	1XSU	/storage9920/home/tinghao.xia/Data_V1/train/1xsu
CREATED	train	1XV6	/storage9920/home/tinghao.xia/Data_V1/train/1xv6
CREATED	train	1XWP	/storage9920/home/tinghao.xia/Data_V1/train/1xwp
CREATED	train	1XWU	/storage9920/home/tinghao.xia/Data_V1/train/1xwu
CREATED	train	1Y26	/storage9920/home/tinghao.xia/Data_V1/train/1y26
CREATED	train	1Y27	/storage9920/home/tinghao.xia/Data_V1/train/1y27
CREATED	train	1YFG	/storage9920/home/tinghao.xia/Data_V1/train/1yfg
CREATED	train	1YG3	/storage9920/home/tinghao.xia/Data_V1/train/1yg3
CREATED	train	1YG4	/storage9920/home/tinghao.xia/Data_V1/train/1yg4
CREATED	train	1YLG	/storage9920/home/tinghao.xia/Data_V1/train/1ylg
CREATED	train	1YMO	/storage9920/home/tinghao.xia/Data_V1/train/1ymo
CREATED	train	1YN1	/storage9920/home/tinghao.xia/Data_V1/train/1yn1
CREATED	train	1YN2	/storage9920/home/tinghao.xia/Data_V1/train/1yn2
CREATED	train	1YNC	/storage9920/home/tinghao.xia/Data_V1/train/1ync
CREATED	train	1YNE	/storage9920/home/tinghao.xia/Data_V1/train/1yne
CREATED	train	1YNG	/storage9920/home/tinghao.xia/Data_V1/train/1yng
CREATED	train	1YSV	/storage9920/home/tinghao.xia/Data_V1/train/1ysv
CREATED	train	1Z2J	/storage9920/home/tinghao.xia/Data_V1/train/1z2j
CREATED	train	1Z30	/storage9920/home/tinghao.xia/Data_V1/train/1z30
CREATED	train	1Z31	/storage9920/home/tinghao.xia/Data_V1/train/1z31
CREATED	train	1Z43	/storage9920/home/tinghao.xia/Data_V1/train/1z43
CREATED	train	1Z58	/storage9920/home/tinghao.xia/Data_V1/train/1z58
CREATED	train	1ZC5	/storage9920/home/tinghao.xia/Data_V1/train/1zc5
CREATED	train	1ZIF	/storage9920/home/tinghao.xia/Data_V1/train/1zif
CREATED	train	1ZIG	/storage9920/home/tinghao.xia/Data_V1/train/1zig
CREATED	train	1ZIH	/storage9920/home/tinghao.xia/Data_V1/train/1zih
CREATED	train	255D	/storage9920/home/tinghao.xia/Data_V1/train/255d
CREATED	train	283D	/storage9920/home/tinghao.xia/Data_V1/train/283d
CREATED	train	28SP	/storage9920/home/tinghao.xia/Data_V1/train/28sp
CREATED	train	28SR	/storage9920/home/tinghao.xia/Data_V1/train/28sr
CREATED	train	2A2E	/storage9920/home/tinghao.xia/Data_V1/train/2a2e
CREATED	train	2A43	/storage9920/home/tinghao.xia/Data_V1/train/2a43
CREATED	train	2A64	/storage9920/home/tinghao.xia/Data_V1/train/2a64
CREATED	train	2A9L	/storage9920/home/tinghao.xia/Data_V1/train/2a9l
CREATED	train	2AHT	/storage9920/home/tinghao.xia/Data_V1/train/2aht
CREATED	train	2AP0	/storage9920/home/tinghao.xia/Data_V1/train/2ap0
CREATED	train	2AP5	/storage9920/home/tinghao.xia/Data_V1/train/2ap5
CREATED	train	2AU4	/storage9920/home/tinghao.xia/Data_V1/train/2au4
CREATED	train	2AWQ	/storage9920/home/tinghao.xia/Data_V1/train/2awq
CREATED	train	2B57	/storage9920/home/tinghao.xia/Data_V1/train/2b57
CREATED	train	2B7G	/storage9920/home/tinghao.xia/Data_V1/train/2b7g
CREATED	train	2CD1	/storage9920/home/tinghao.xia/Data_V1/train/2cd1
CREATED	train	2CD3	/storage9920/home/tinghao.xia/Data_V1/train/2cd3
CREATED	train	2CD5	/storage9920/home/tinghao.xia/Data_V1/train/2cd5
CREATED	train	2CD6	/storage9920/home/tinghao.xia/Data_V1/train/2cd6
CREATED	train	2EES	/storage9920/home/tinghao.xia/Data_V1/train/2ees
CREATED	train	2EET	/storage9920/home/tinghao.xia/Data_V1/train/2eet
CREATED	train	2EEU	/storage9920/home/tinghao.xia/Data_V1/train/2eeu
CREATED	train	2EEV	/storage9920/home/tinghao.xia/Data_V1/train/2eev
CREATED	train	2EEW	/storage9920/home/tinghao.xia/Data_V1/train/2eew
CREATED	train	2ES5	/storage9920/home/tinghao.xia/Data_V1/train/2es5
CREATED	train	2EUY	/storage9920/home/tinghao.xia/Data_V1/train/2euy
CREATED	train	2EVY	/storage9920/home/tinghao.xia/Data_V1/train/2evy
CREATED	train	2F87	/storage9920/home/tinghao.xia/Data_V1/train/2f87
CREATED	train	2F88	/storage9920/home/tinghao.xia/Data_V1/train/2f88
CREATED	train	2FDT	/storage9920/home/tinghao.xia/Data_V1/train/2fdt
CREATED	train	2FEY	/storage9920/home/tinghao.xia/Data_V1/train/2fey
CREATED	train	2G1G	/storage9920/home/tinghao.xia/Data_V1/train/2g1g
CREATED	train	2G1W	/storage9920/home/tinghao.xia/Data_V1/train/2g1w
CREATED	train	2G9C	/storage9920/home/tinghao.xia/Data_V1/train/2g9c
CREATED	train	2GBH	/storage9920/home/tinghao.xia/Data_V1/train/2gbh
CREATED	train	2GIO	/storage9920/home/tinghao.xia/Data_V1/train/2gio
CREATED	train	2GIP	/storage9920/home/tinghao.xia/Data_V1/train/2gip
CREATED	train	2GIS	/storage9920/home/tinghao.xia/Data_V1/train/2gis
CREATED	train	2GRW	/storage9920/home/tinghao.xia/Data_V1/train/2grw
CREATED	train	2GV3	/storage9920/home/tinghao.xia/Data_V1/train/2gv3
CREATED	train	2GV4	/storage9920/home/tinghao.xia/Data_V1/train/2gv4
CREATED	train	2GVO	/storage9920/home/tinghao.xia/Data_V1/train/2gvo
CREATED	train	2HEM	/storage9920/home/tinghao.xia/Data_V1/train/2hem
CREATED	train	2HNS	/storage9920/home/tinghao.xia/Data_V1/train/2hns
CREATED	train	2HOJ	/storage9920/home/tinghao.xia/Data_V1/train/2hoj
CREATED	train	2HOK	/storage9920/home/tinghao.xia/Data_V1/train/2hok
CREATED	train	2HOL	/storage9920/home/tinghao.xia/Data_V1/train/2hol
CREATED	train	2HOM	/storage9920/home/tinghao.xia/Data_V1/train/2hom
CREATED	train	2HOO	/storage9920/home/tinghao.xia/Data_V1/train/2hoo
CREATED	train	2HOP	/storage9920/home/tinghao.xia/Data_V1/train/2hop
CREATED	train	2HUA	/storage9920/home/tinghao.xia/Data_V1/train/2hua
CREATED	train	2IXY	/storage9920/home/tinghao.xia/Data_V1/train/2ixy
CREATED	train	2IXZ	/storage9920/home/tinghao.xia/Data_V1/train/2ixz
CREATED	train	2JR4	/storage9920/home/tinghao.xia/Data_V1/train/2jr4
CREATED	train	2JRG	/storage9920/home/tinghao.xia/Data_V1/train/2jrg
CREATED	train	2JRQ	/storage9920/home/tinghao.xia/Data_V1/train/2jrq
CREATED	train	2JSE	/storage9920/home/tinghao.xia/Data_V1/train/2jse
CREATED	train	2JSG	/storage9920/home/tinghao.xia/Data_V1/train/2jsg
CREATED	train	2JTP	/storage9920/home/tinghao.xia/Data_V1/train/2jtp
CREATED	train	2JUK	/storage9920/home/tinghao.xia/Data_V1/train/2juk
CREATED	train	2JWV	/storage9920/home/tinghao.xia/Data_V1/train/2jwv
CREATED	train	2JXV	/storage9920/home/tinghao.xia/Data_V1/train/2jxv
CREATED	train	2JYM	/storage9920/home/tinghao.xia/Data_V1/train/2jym
CREATED	train	2K4C	/storage9920/home/tinghao.xia/Data_V1/train/2k4c
CREATED	train	2K5Z	/storage9920/home/tinghao.xia/Data_V1/train/2k5z
CREATED	train	2K66	/storage9920/home/tinghao.xia/Data_V1/train/2k66
CREATED	train	2K95	/storage9920/home/tinghao.xia/Data_V1/train/2k95
CREATED	train	2K96	/storage9920/home/tinghao.xia/Data_V1/train/2k96
CREATED	train	2KD8	/storage9920/home/tinghao.xia/Data_V1/train/2kd8
CREATED	train	2KE6	/storage9920/home/tinghao.xia/Data_V1/train/2ke6
CREATED	train	2KEZ	/storage9920/home/tinghao.xia/Data_V1/train/2kez
CREATED	train	2KF0	/storage9920/home/tinghao.xia/Data_V1/train/2kf0
CREATED	train	2KGP	/storage9920/home/tinghao.xia/Data_V1/train/2kgp
CREATED	train	2KHY	/storage9920/home/tinghao.xia/Data_V1/train/2khy
CREATED	train	2KOC	/storage9920/home/tinghao.xia/Data_V1/train/2koc
CREATED	train	2KPC	/storage9920/home/tinghao.xia/Data_V1/train/2kpc
CREATED	train	2KPD	/storage9920/home/tinghao.xia/Data_V1/train/2kpd
CREATED	train	2KPV	/storage9920/home/tinghao.xia/Data_V1/train/2kpv
CREATED	train	2KRP	/storage9920/home/tinghao.xia/Data_V1/train/2krp
CREATED	train	2KRQ	/storage9920/home/tinghao.xia/Data_V1/train/2krq
CREATED	train	2KRV	/storage9920/home/tinghao.xia/Data_V1/train/2krv
CREATED	train	2KRW	/storage9920/home/tinghao.xia/Data_V1/train/2krw
CREATED	train	2KRY	/storage9920/home/tinghao.xia/Data_V1/train/2kry
CREATED	train	2KRZ	/storage9920/home/tinghao.xia/Data_V1/train/2krz
CREATED	train	2KTZ	/storage9920/home/tinghao.xia/Data_V1/train/2ktz
CREATED	train	2KU0	/storage9920/home/tinghao.xia/Data_V1/train/2ku0
CREATED	train	2KUR	/storage9920/home/tinghao.xia/Data_V1/train/2kur
CREATED	train	2KUU	/storage9920/home/tinghao.xia/Data_V1/train/2kuu
CREATED	train	2KUV	/storage9920/home/tinghao.xia/Data_V1/train/2kuv
CREATED	train	2KUW	/storage9920/home/tinghao.xia/Data_V1/train/2kuw
CREATED	train	2KVN	/storage9920/home/tinghao.xia/Data_V1/train/2kvn
CREATED	train	2KX8	/storage9920/home/tinghao.xia/Data_V1/train/2kx8
CREATED	train	2KXM	/storage9920/home/tinghao.xia/Data_V1/train/2kxm
CREATED	train	2KYE	/storage9920/home/tinghao.xia/Data_V1/train/2kye
CREATED	train	2KZL	/storage9920/home/tinghao.xia/Data_V1/train/2kzl
CREATED	train	2L1V	/storage9920/home/tinghao.xia/Data_V1/train/2l1v
CREATED	train	2L2J	/storage9920/home/tinghao.xia/Data_V1/train/2l2j
CREATED	train	2L3E	/storage9920/home/tinghao.xia/Data_V1/train/2l3e
CREATED	train	2L5Z	/storage9920/home/tinghao.xia/Data_V1/train/2l5z
CREATED	train	2L6I	/storage9920/home/tinghao.xia/Data_V1/train/2l6i
CREATED	train	2L8H	/storage9920/home/tinghao.xia/Data_V1/train/2l8h
CREATED	train	2L94	/storage9920/home/tinghao.xia/Data_V1/train/2l94
CREATED	train	2L9E	/storage9920/home/tinghao.xia/Data_V1/train/2l9e
CREATED	train	2LA9	/storage9920/home/tinghao.xia/Data_V1/train/2la9
CREATED	train	2LAC	/storage9920/home/tinghao.xia/Data_V1/train/2lac
CREATED	train	2LBJ	/storage9920/home/tinghao.xia/Data_V1/train/2lbj
CREATED	train	2LBK	/storage9920/home/tinghao.xia/Data_V1/train/2lbk
CREATED	train	2LBL	/storage9920/home/tinghao.xia/Data_V1/train/2lbl
CREATED	train	2LBQ	/storage9920/home/tinghao.xia/Data_V1/train/2lbq
CREATED	train	2LBR	/storage9920/home/tinghao.xia/Data_V1/train/2lbr
CREATED	train	2LC8	/storage9920/home/tinghao.xia/Data_V1/train/2lc8
CREATED	train	2LDL	/storage9920/home/tinghao.xia/Data_V1/train/2ldl
CREATED	train	2LDT	/storage9920/home/tinghao.xia/Data_V1/train/2ldt
CREATED	train	2LDZ	/storage9920/home/tinghao.xia/Data_V1/train/2ldz
CREATED	train	2LHP	/storage9920/home/tinghao.xia/Data_V1/train/2lhp
CREATED	train	2LI4	/storage9920/home/tinghao.xia/Data_V1/train/2li4
CREATED	train	2LJJ	/storage9920/home/tinghao.xia/Data_V1/train/2ljj
CREATED	train	2LK3	/storage9920/home/tinghao.xia/Data_V1/train/2lk3
CREATED	train	2LP9	/storage9920/home/tinghao.xia/Data_V1/train/2lp9
